image_id,image_name,image_run_date_amount,image_create_role_pay_num,image_create_role_num,image_create_role_pay_sum,image_source_num,image_create_role_pay_rate,image_create_role_cost,image_create_role_pay_cost,image_valid_source_num,image_valid_source_rate,image_pay_sum_ability,image_pay_num_ability,image_create_role_roi,image_create_role_retain_1d,model_run_datetime,data_win,score,image_launch_time,image_source_total_num,media_id,label_ids
18563,SSR497-横板（3D）,27019.82,10.0,720.0,774.0,7,0.0139,37.527528,2701.982,2.0,0.2857,387.0,5.0,0.028646,0.0791,2020-01-08,3,680.0,2019-11-07,79,10,
18856,SSR533-横版（端游混剪）,1459.37,0.0,5.0,0.0,1,0.0,291.874,inf,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-08,3,385.0,2020-01-04,2,10,
18900,SSR546-横版（扒）,19198.16,6.0,396.0,292.0,10,0.0152,48.480202,3199.693333,5.0,0.5,58.4,1.2,0.01521,0.1333,2020-01-08,3,626.0,2019-11-15,89,10,
18936,SSR550-竖版（扒）,3478.55,0.0,105.0,0.0,2,0.0,33.129048,inf,0.0,0.0,0.0,0.0,0.0,0.0877,2020-01-08,3,492.0,2019-11-15,127,10,
18964,SSR555-横版（混剪),1600.39,0.0,14.0,0.0,2,0.0,114.313571,inf,0.0,0.0,0.0,0.0,0.0,0.1875,2020-01-08,3,510.0,2020-01-07,3,10,
19009,SSR566-竖版（3D）-750x1334—6-30S  7M内,4028.29,0.0,66.0,0.0,2,0.0,61.034697,inf,0.0,0.0,0.0,0.0,0.0,0.0896,2020-01-08,3,472.0,2019-12-05,8,10,
19072,SSR576-横版（真人),4867.57,2.0,404.0,388.0,2,0.005,12.048441,2433.785,2.0,1.0,194.0,1.0,0.079711,0.0474,2020-01-08,3,665.0,2019-12-10,15,10,
19099,SSR582-横版（混剪）,15945.46,4.0,422.0,138.0,13,0.0095,37.78545,3986.365,2.0,0.1538,69.0,2.0,0.008655,0.0965,2020-01-08,3,521.0,2019-12-11,73,10,
19208,SSR607-竖版（混剪）,102606.12,34.0,2657.0,2592.0,39,0.0128,38.617283,3017.827059,25.0,0.641,103.68,1.36,0.025262,0.1007,2020-01-08,3,723.0,2019-12-17,278,10,
19248,SSR615-横版（3D）,9496.08,2.0,389.0,24.0,5,0.0051,24.411517,4748.04,2.0,0.4,12.0,1.0,0.002527,0.0534,2020-01-08,3,506.0,2019-12-20,16,10,
19339,SSR625-横版（3D）,1205.65,0.0,26.0,0.0,2,0.0,46.371154,inf,0.0,0.0,0.0,0.0,0.0,0.1481,2020-01-08,3,497.0,2019-12-23,6,10,
